user,business,rate
YxSD5yuMozdW1-yXKgkvvg,SQ0j7bgSTazkVQlF5AnqyQ,4
9OZH1Ecw-qUkCW5MS0NefA,SQ0j7bgSTazkVQlF5AnqyQ,3
7W9DeA_sCLrWl4O8mdIYhw,SQ0j7bgSTazkVQlF5AnqyQ,1
5nIkRQ6Ip_SMCg7zDfBbww,wqu7ILomIOPSduRwoWp4AQ,1
CiCmxCruMvbXtjQP5FhbLg,wqu7ILomIOPSduRwoWp4AQ,4
bbYn77XD_aAeFL-lwV7GBA,wqu7ILomIOPSduRwoWp4AQ,5
UxfFAw2-cTpeWvRROF1HEw,wqu7ILomIOPSduRwoWp4AQ,5
3eystYBQINAG1tlRBk215A,wqu7ILomIOPSduRwoWp4AQ,5
IbvOxKSps_K5wa3a2_jc-Q,1u2NauOy8xDj7aFQET680A,4
CFh9jAl5_DUSgNBA5bP5RQ,1u2NauOy8xDj7aFQET680A,2
o22C4GhMh0mv9ldqPD0f1g,1u2NauOy8xDj7aFQET680A,4
yajxgpF8rRRHr2mqMK-73Q,1u2NauOy8xDj7aFQET680A,1
4d6gHTch3Mytp02o-tzV9Q,P1fJb2WQ1mXoiudj8UE44w,5
-kep1OMASW13zZxbrRmXag,P1fJb2WQ1mXoiudj8UE44w,5
GFLvPozOh5m_n1MYGdHpFQ,P1fJb2WQ1mXoiudj8UE44w,4
_S8zEPxR0DRxIJ6YjoObfA,P1fJb2WQ1mXoiudj8UE44w,4
cqox9oe5IAS9tR7iYhtX7Q,P1fJb2WQ1mXoiudj8UE44w,5
072tu2_MFWmw-jb1O6DQYg,P1fJb2WQ1mXoiudj8UE44w,5
MinNxg1k6s9xpZKRw41NnA,P1fJb2WQ1mXoiudj8UE44w,3
UCOssThZufcqehMMe6OA0g,P1fJb2WQ1mXoiudj8UE44w,4
2cvC1yfkqbOKUgoQTxfzfg,P1fJb2WQ1mXoiudj8UE44w,5
9cCTmiJ7hz35rHIdr8n9kA,P1fJb2WQ1mXoiudj8UE44w,4
Lbdzh6Qn5S1O5ENrr7n2wA,P1fJb2WQ1mXoiudj8UE44w,1
9cCTmiJ7hz35rHIdr8n9kA,P1fJb2WQ1mXoiudj8UE44w,4
UXQzUyOnihbH0K_yCpK1zA,P1fJb2WQ1mXoiudj8UE44w,4
9cCTmiJ7hz35rHIdr8n9kA,P1fJb2WQ1mXoiudj8UE44w,4
fmIk-29cFvh662wz2O7aHg,P1fJb2WQ1mXoiudj8UE44w,4
k-a1aAKB0f6w5sHDDEO4IA,P1fJb2WQ1mXoiudj8UE44w,2
tx4XvjDlactzL7SlNnR9XQ,P1fJb2WQ1mXoiudj8UE44w,4
rS5-P1HVtZMyIQ_f1Es0uA,P1fJb2WQ1mXoiudj8UE44w,4
PRTVZdLWYmhozxkplGA9qQ,P1fJb2WQ1mXoiudj8UE44w,4
nEYPahVwXGD2Pjvgkm7QqQ,P1fJb2WQ1mXoiudj8UE44w,2
tCNt0WFUwqNC997W7kk3Ew,P1fJb2WQ1mXoiudj8UE44w,3
3_MuuYvWx7h5GgfCtfrZiA,P1fJb2WQ1mXoiudj8UE44w,2
FB8T3L1w2s88qjdvX6upGQ,P1fJb2WQ1mXoiudj8UE44w,1
f9LuLzqLMNJJoV3zmu6dBA,P1fJb2WQ1mXoiudj8UE44w,4
CLy1pUDZWUyIMUjRouDFlQ,P1fJb2WQ1mXoiudj8UE44w,2
r_96n9O0jNzbNCZDkSB0EQ,P1fJb2WQ1mXoiudj8UE44w,2
8xckX9C5cojQaT32P927iA,P1fJb2WQ1mXoiudj8UE44w,4
0LzlRSXLhEsVSWFEvW_5yg,P1fJb2WQ1mXoiudj8UE44w,4
D-tr1j_30GwKSB3e_WOYCg,P1fJb2WQ1mXoiudj8UE44w,4
vsL3r0yLuU5lWUe-nsujYQ,P1fJb2WQ1mXoiudj8UE44w,4
fm0SvFKHl7Vm-JYJAqvo5A,P1fJb2WQ1mXoiudj8UE44w,1
xb6zEQCw9I-Gl0g06e1KsQ,P1fJb2WQ1mXoiudj8UE44w,4
0fHA8u20wh1z1u0ANsiBLA,P1fJb2WQ1mXoiudj8UE44w,1
cM9e72mfMtKKRmCnS1VGCA,P1fJb2WQ1mXoiudj8UE44w,5
dKZYPAw7K64Cqbvys4T50A,P1fJb2WQ1mXoiudj8UE44w,5
zJzMAZtNiEOuC2wgDOmm7Q,P1fJb2WQ1mXoiudj8UE44w,3
05ehdct-bF7YLTZTZvB5rA,P1fJb2WQ1mXoiudj8UE44w,5
Pe4QxbvKhLFHWiypevdmQg,P1fJb2WQ1mXoiudj8UE44w,4
rOJCi7LEiOlxbhHu5BjIhQ,P1fJb2WQ1mXoiudj8UE44w,5
KZVgUYGt4eww_GwJ2F0MrQ,P1fJb2WQ1mXoiudj8UE44w,1
O61gWYtGlj1ZN7bmZR5slQ,P1fJb2WQ1mXoiudj8UE44w,5
k-TbSrTfjDO1Hj-eh4Bqmw,P1fJb2WQ1mXoiudj8UE44w,5
GFLvPozOh5m_n1MYGdHpFQ,P1fJb2WQ1mXoiudj8UE44w,2
bmy45XLtOomcc_EvC-lXRQ,P1fJb2WQ1mXoiudj8UE44w,1
kRm_weZiIXfG3TRmCaRVuw,P1fJb2WQ1mXoiudj8UE44w,3
Ky9ypnAdN7RNkUMGRt1RMA,xxWFOD46ubTSF3nPRM19BA,3
Ky9ypnAdN7RNkUMGRt1RMA,xxWFOD46ubTSF3nPRM19BA,1
ryiL6-gZ5XFsogqLlqwxvA,xxWFOD46ubTSF3nPRM19BA,1
JsRoc9aJ12OsZ3PgBf-nsA,xxWFOD46ubTSF3nPRM19BA,1
y9qnN2hUtzXUfNXeWh2GwA,PK6aSizckHFWk8i0oxt5DA,1
5iYis_-EF5RDfjo9yPsoFw,PK6aSizckHFWk8i0oxt5DA,1
Oc-ZZCXRsCzCXAHS4UVvoA,PK6aSizckHFWk8i0oxt5DA,1
8GccAq9PTpIWlp0gnCHoRQ,PK6aSizckHFWk8i0oxt5DA,1
zcZ_QLGy6yaFtVYzViFWNw,sRqB6flj3GtTZIZJQxf_oA,1
bSkco4ZdB7REFtDsJUVrDA,sRqB6flj3GtTZIZJQxf_oA,5
So32N7bSbUd1RwhFtI6jTQ,sRqB6flj3GtTZIZJQxf_oA,3
So32N7bSbUd1RwhFtI6jTQ,sRqB6flj3GtTZIZJQxf_oA,2
7DeM4C66zVflYNrZn_Vv9g,3gmBc0qN_LtGbZAjTtHWZg,3
WMTm9HHRA3EewoxTX1Gleg,3gmBc0qN_LtGbZAjTtHWZg,5
T_wjLgPOPXry7Bea4MzoVQ,3gmBc0qN_LtGbZAjTtHWZg,3
vjcjHR3G_Vu-Ruo5JcLtWA,3gmBc0qN_LtGbZAjTtHWZg,2
bvu13GyOUwhEjPum2xjiqQ,3gmBc0qN_LtGbZAjTtHWZg,2
xTzu_aNCPiie5Vj11cAxyQ,3gmBc0qN_LtGbZAjTtHWZg,3
bSkco4ZdB7REFtDsJUVrDA,3gmBc0qN_LtGbZAjTtHWZg,3
nEYPahVwXGD2Pjvgkm7QqQ,3gmBc0qN_LtGbZAjTtHWZg,3
-xPKyCJiK9q1OFZ7GCZwBw,3gmBc0qN_LtGbZAjTtHWZg,5
Q3fFv_ft17OyV-NRF1iQxw,3gmBc0qN_LtGbZAjTtHWZg,4
o9XGClSBzCsQxbcCzTPdnQ,3gmBc0qN_LtGbZAjTtHWZg,4
6Mflt7fworNLu031TDrDSA,3gmBc0qN_LtGbZAjTtHWZg,2
FKosz9ExVLhsrITQk5xl4g,3gmBc0qN_LtGbZAjTtHWZg,3
RSExP0-Boucr4QyIEzZi0A,3gmBc0qN_LtGbZAjTtHWZg,2
1NqTU6vbr6xdI1hDUlJ_dA,3gmBc0qN_LtGbZAjTtHWZg,5
JPPhyFE-UE453zA6K0TVgw,3gmBc0qN_LtGbZAjTtHWZg,5
nEYPahVwXGD2Pjvgkm7QqQ,yHTLTr-QN-loO_7XoxS8qg,2
Q3fFv_ft17OyV-NRF1iQxw,yHTLTr-QN-loO_7XoxS8qg,3
UD7Y1CqfY6mDmRwIuCf6nA,yHTLTr-QN-loO_7XoxS8qg,3
q7MrNVt1FE23rwtWmPYWHg,yHTLTr-QN-loO_7XoxS8qg,5
Oc-ZZCXRsCzCXAHS4UVvoA,yHTLTr-QN-loO_7XoxS8qg,5
T2GzjxlcatJyNiyU7gk_Eg,yHTLTr-QN-loO_7XoxS8qg,2
QSx870G-7sJGGjkH7j3obg,yHTLTr-QN-loO_7XoxS8qg,1
-V4cUmLyjk6Cv3hS0jw3hw,6ilJq_05xRgek_8qUp36-g,4
WMTm9HHRA3EewoxTX1Gleg,6ilJq_05xRgek_8qUp36-g,4
b6xBiEt5iQ_HZ41Qh_ZNIA,6ilJq_05xRgek_8qUp36-g,3
YTHnhkhUY9m83m915xsjJg,6ilJq_05xRgek_8qUp36-g,1
nCi-BpCo_4iNFPb4QWUL6w,6ilJq_05xRgek_8qUp36-g,1
PwANTxC5mSWGVeSvU1zbYg,6ilJq_05xRgek_8qUp36-g,4
Enzdhh-rV5JgC4lgg0IdFw,6ilJq_05xRgek_8qUp36-g,2
cF2CgY-_zNTBtQpaP_CeVw,6ilJq_05xRgek_8qUp36-g,2
9cCTmiJ7hz35rHIdr8n9kA,6ilJq_05xRgek_8qUp36-g,2
B5WkNWDxZ-baWoQc6DBNHA,6ilJq_05xRgek_8qUp36-g,3
M88CCGSukC27xGwRlXEYbQ,6ilJq_05xRgek_8qUp36-g,1
uPp_2Ni_-I5jwzfu182Xpw,6ilJq_05xRgek_8qUp36-g,1
7JDMwDRjhGFEpsL_vqKyRQ,6ilJq_05xRgek_8qUp36-g,2
aAfpB9jz5dr4S2HLXpYWDA,6ilJq_05xRgek_8qUp36-g,2
igSbsyeE2C0_17dFt_y_dQ,6ilJq_05xRgek_8qUp36-g,3
-OUKIatcSXuF-40IHcarwA,6ilJq_05xRgek_8qUp36-g,4
EMkRwX30qwweJueShN_D2w,6ilJq_05xRgek_8qUp36-g,2
x1Sc-S5HgZKhlb32yUudVA,6ilJq_05xRgek_8qUp36-g,1
XbSiZYwYssx92cGJQV2STw,6ilJq_05xRgek_8qUp36-g,1
UD7Y1CqfY6mDmRwIuCf6nA,6ilJq_05xRgek_8qUp36-g,1
gc9k3OndFbAybgvb8ACXFw,6ilJq_05xRgek_8qUp36-g,3
ltUtdCO_VuaB_LrPsYWigg,6ilJq_05xRgek_8qUp36-g,1
y9qnN2hUtzXUfNXeWh2GwA,6ilJq_05xRgek_8qUp36-g,1
Q3fFv_ft17OyV-NRF1iQxw,6ilJq_05xRgek_8qUp36-g,4
9b6REasjDBQAYDpXcKQ2NQ,6ilJq_05xRgek_8qUp36-g,1
IhMklaOEnKAuonG-mG8Ocw,6ilJq_05xRgek_8qUp36-g,1
YhT-EwajidHmw71DgRtdYA,6ilJq_05xRgek_8qUp36-g,1
4DrkZqFqLcyRcLWuQUXFeQ,6ilJq_05xRgek_8qUp36-g,2
JAU8sjjfuZkvVNUJST16RQ,6ilJq_05xRgek_8qUp36-g,1
jThUkO26of_9arLY5zUszg,6ilJq_05xRgek_8qUp36-g,3
jixMpFq1iOHPUd4dBmZT_g,6ilJq_05xRgek_8qUp36-g,2
lARSkAyvPCBOl67dZKMYwQ,6ilJq_05xRgek_8qUp36-g,2
1dUH7QW07S4DI_okrHhG1Q,57HN9fGRar_GckBmgHgemA,4
LYKMElh2u27sPIzoQFaGIQ,57HN9fGRar_GckBmgHgemA,4
IbvOxKSps_K5wa3a2_jc-Q,57HN9fGRar_GckBmgHgemA,5
7xdvRGaz6fIG6Uh4vPTe2g,57HN9fGRar_GckBmgHgemA,4
7DeM4C66zVflYNrZn_Vv9g,57HN9fGRar_GckBmgHgemA,2
8hWBnQA_ckmXoRHYPUmm3g,MKyk4F4HSzHF8v-4cYe3Ww,2
LhgQq1x4n9ardg1PFo8vgg,MKyk4F4HSzHF8v-4cYe3Ww,3
WMTm9HHRA3EewoxTX1Gleg,MKyk4F4HSzHF8v-4cYe3Ww,5
_e5drmTJBSV0yiFBrTimtg,MKyk4F4HSzHF8v-4cYe3Ww,5
sceRDMICN8wGl-XYbMJ9eQ,MKyk4F4HSzHF8v-4cYe3Ww,5
j7DlVihvISsgrKFsreR-Qg,MKyk4F4HSzHF8v-4cYe3Ww,4
MJnIMhzm4onnjtzyprVXJA,MKyk4F4HSzHF8v-4cYe3Ww,4
_vS9qNQvx8wVUOIkj4qfAg,MKyk4F4HSzHF8v-4cYe3Ww,2
nEYPahVwXGD2Pjvgkm7QqQ,MKyk4F4HSzHF8v-4cYe3Ww,4
bvu13GyOUwhEjPum2xjiqQ,MKyk4F4HSzHF8v-4cYe3Ww,3
on6y4M6Vh0GlNfcH8SnbHA,MKyk4F4HSzHF8v-4cYe3Ww,5
on6y4M6Vh0GlNfcH8SnbHA,MKyk4F4HSzHF8v-4cYe3Ww,5
bSkco4ZdB7REFtDsJUVrDA,MKyk4F4HSzHF8v-4cYe3Ww,5
ytgLwKzD6B4af5vW56RpJg,MKyk4F4HSzHF8v-4cYe3Ww,3
ozcqOOvFpMvALws8iox3JA,MKyk4F4HSzHF8v-4cYe3Ww,2
ta5nM41kf1a8FNqV_z4P0w,MKyk4F4HSzHF8v-4cYe3Ww,4
w16jpVr-b-0gd6YHwnIarg,MKyk4F4HSzHF8v-4cYe3Ww,4
Y60GNpBlMkORQum9GYNfEw,MKyk4F4HSzHF8v-4cYe3Ww,4
fVCwHdAELZAa_YuderbTdg,MKyk4F4HSzHF8v-4cYe3Ww,5
_f-Vd7RXlwd03jEzzLetOg,MKyk4F4HSzHF8v-4cYe3Ww,4
ckLyJAIbb4Do-ymu8fwMQQ,MKyk4F4HSzHF8v-4cYe3Ww,4
Mt-HIc3ki8oEiGyQK2LHEw,MKyk4F4HSzHF8v-4cYe3Ww,3
UoIVK-Q9iw0hzbvml0kPkw,MKyk4F4HSzHF8v-4cYe3Ww,2
S-cLXeiWkUVnCDPEtu55Vw,MKyk4F4HSzHF8v-4cYe3Ww,1
UeYvqmyUICiVnUbN4BLEpg,MKyk4F4HSzHF8v-4cYe3Ww,3
BT49cqklg9p9VZGsx37oFA,MKyk4F4HSzHF8v-4cYe3Ww,3
TbUzjXVKCWTEW1W56Ayiyg,0hrB2iwQZ52VZcZWYywXrA,5
7p_AX1rONM-fVoHafapFOA,0hrB2iwQZ52VZcZWYywXrA,5
e8uuGBPPcTuOJvNrP4rYNQ,0hrB2iwQZ52VZcZWYywXrA,5
x9QRxxlj6UpzxxFQxdniHw,0hrB2iwQZ52VZcZWYywXrA,5
Qm6b5rQofNT_nyxr0yVerQ,0hrB2iwQZ52VZcZWYywXrA,5
